method = 2 YT+
	     3 NEW+

 Pro  Dim flag  iter    nfg  method  evalf    ||evalg||_inf   cpu    t  rho
  51   5000  0     21     63  3  3.0003285D+04  8.2167293D-07    2 0.90 1.00
  51   5000  0     33    402  3  3.0003285D+04  7.7195870D-07    9 1.00 1.00
  52   5000  0     52    388  2  1.7566231D-26  2.1316282D-14    5 0.10 1.00
  52   5000  0     37    294  2  5.9025649D-17  1.1906702D-09    4 0.20 1.00
  52   5000  0     35    258  2  9.0909316D-25  1.4743762D-13    4 0.30 1.00
  52   5000  0     44    295  2  1.5887434D-18  1.9530910D-10    4 0.40 1.00
  52   5000  0     42    289  2  3.5943212D-18  2.9376501D-10    5 0.50 1.00
  52   5000  1  10000  10406  2            NaN            NaN 1686 0.60 1.00
  52   5000  1  10000  10376  2            NaN            NaN 1686 0.70 1.00
  52   5000  0     40    237  2  5.1376754D-18  3.5122039D-10    4 0.80 1.00
  52   5000  0     41    389  2  1.8052608D-17  6.5849548D-10    5 0.90 1.00
  52   5000  0     38    262  2  1.1430126D-15  5.2395828D-09    4 1.00 1.00
  52   5000  0     43    201  3  1.3243209D-12  1.7834266D-07    3 0.10 1.00
  52   5000  0     36    191  3  3.1145794D-19  8.6485485D-11    3 0.20 1.00
  52   5000  0     40    198  3  9.5982377D-25  1.5365487D-13    3 0.30 1.00
  52   5000  0     39    239  3  5.2061541D-26  3.5305092D-14    3 0.40 1.00
  52   5000  0     46    337  3  3.7662981D-14  3.0080469D-08    5 0.50 1.00
  52   5000  0     38    188  3  2.2514135D-25  7.1498363D-14    3 0.60 1.00
  52   5000  0     44    282  3  6.0212094D-16  3.8026182D-09    5 0.70 1.00
  52   5000  0     37    183  3  1.0067701D-11  4.9176907D-07    3 0.80 1.00
  52   5000  0     46    248  3  1.1713670D-13  5.3031642D-08    3 0.90 1.00
  52   5000  0     59    340  3  8.4988649D-13  1.4286938D-07    5 1.00 1.00
  53   5000  1  10000  12704  2  4.1893420D-04  4.8664872D-05  285 0.10 1.00
  53   5000  1  10000  12585  2  3.9513549D-04  8.4974821D-05  285 0.20 1.00
  53   5000  1  10000  12456  2  4.0796219D-04  1.3867754D-05  283 0.30 1.00
  53   5000  1  10000  12247  2  2.8788298D-04  2.8523013D-05  282 0.40 1.00
  53   5000  1  10000  12086  2  4.0312726D-04  1.8780722D-05  281 0.50 1.00
  53   5000  1  10000  11888  2  2.2898881D-04  1.5839776D-05  279 0.60 1.00
  53   5000  1  10000  11776  2  3.0268372D-04  1.1392955D-05  278 0.70 1.00
  53   5000  1  10000  11545  2  2.7557222D-04  2.5183155D-05  276 0.80 1.00
  53   5000  1  10000  11327  2  2.7051350D-04  2.3554318D-05  275 0.90 1.00
  53   5000  1  10000  11185  2  1.5661445D-04  5.7644684D-06  273 1.00 1.00
  53   5000  1  10000  12673  3  1.1254679D-04  5.1697070D-06  285 0.10 1.00
  53   5000  1  10000  12553  3  4.3924028D-04  1.2865872D-05  285 0.20 1.00
  53   5000  1  10000  12347  3  5.5155229D-04  2.1459135D-05  283 0.30 1.00
  53   5000  1  10000  12222  3  2.4281600D-04  2.6434616D-05  280 0.40 1.00
  53   5000  1  10000  12061  3  3.8493501D-04  2.0301548D-05  281 0.50 1.00
  53   5000  1  10000  11931  3  3.7168462D-04  7.0293390D-06  279 0.60 1.00
  53   5000  1  10000  11748  3  3.1206327D-04  2.0952608D-05  278 0.70 1.00
  53   5000  1  10000  11526  3  1.3221790D-04  9.1226430D-06  277 0.80 1.00
  53   5000  1  10000  11355  3  2.3119781D-04  1.0207546D-05  274 0.90 1.00
  53   5000  1  10000  11221  3  1.9949745D-04  1.7470713D-05  273 1.00 1.00
  54   5000  0     10     32  2  2.5151217D-13  1.6709384D-07    1 0.10 1.00
  54   5000  0     10     32  2  5.3013203D-15  1.3684410D-08    0 0.20 1.00
  54   5000  0     10     32  2  9.8312352D-14  9.7816427D-08    1 0.30 1.00
  54   5000  0     10     32  2  5.3432252D-14  6.6406650D-08    0 0.40 1.00
  54   5000  0     10     32  2  1.0756598D-13  9.9823454D-08    1 0.50 1.00
  54   5000  0     10     32  2  8.4891615D-15  5.8075598D-08    1 0.60 1.00
  54   5000  0     10     32  2  1.3885824D-14  7.2250547D-08    0 0.70 1.00
  54   5000  0     10     32  2  2.1343873D-14  8.7138140D-08    0 0.80 1.00
  54   5000  0     10     32  2  6.3788271D-16  2.7635054D-08    1 0.90 1.00
  54   5000  0     10     32  2  1.0989709D-14  8.3145994D-09    0 1.00 1.00
  54   5000  0     11     44  3  2.6607061D-15  9.1127179D-09    1 0.10 1.00
  54   5000  0      9     30  3  2.4279967D-12  8.8412879D-08    0 0.20 1.00
  54   5000  0     10     46  3  6.8654987D-14  4.0213427D-08    1 0.30 1.00
  54   5000  0     20     55  3  4.8546260D-22  6.2307544D-09    1 0.40 1.00
  54   5000  0     13     43  3  5.2675400D-22  2.0381474D-12    1 0.50 1.00
  54   5000  0     17     52  3  2.7186427D-24  4.6632365D-10    1 0.60 1.00
  54   5000  0     12     33  3  3.4693147D-16  4.2682263D-07    0 0.70 1.00
  54   5000  0     12     33  3  2.3258166D-12  8.1565081D-07    0 0.80 1.00
  54   5000  0     12     33  3  4.7844550D-14  2.0860784D-08    1 0.90 1.00
  54   5000  0     10     32  3  1.4594544D-14  5.0892282D-08    0 1.00 1.00
  55   5000  0      4     23  2  5.5511151D-13  9.1447365D-09    0 0.10 1.00
  55   5000  0      4     23  2  5.5511151D-13  9.1447370D-09    0 0.20 1.00
  55   5000  0      4     23  2  0.0000000D+00  9.1447372D-09    1 0.30 1.00
  55   5000  0      4     23  2  0.0000000D+00  9.1447390D-09    0 0.40 1.00
  55   5000  0      4     23  2  5.5511151D-13  9.1447386D-09    1 0.50 1.00
  55   5000  0      4     23  2  5.5511151D-13  9.1447379D-09    0 0.60 1.00
  55   5000  0      4     23  2  0.0000000D+00  9.1447395D-09    0 0.70 1.00
  55   5000  0      4     23  2  0.0000000D+00  9.1447393D-09    1 0.80 1.00
  55   5000  0      4     23  2  5.5511151D-13  9.1447354D-09    0 0.90 1.00
  55   5000  0      4     23  2  5.5511151D-13  9.1447393D-09    1 1.00 1.00
  55   5000  0      4     23  3  0.0000000D+00  9.1447379D-09    0 0.10 1.00
  55   5000  0      4     23  3  5.5511151D-13  9.1447416D-09    0 0.20 1.00
  55   5000  0      4     23  3  0.0000000D+00  9.1447404D-09    1 0.30 1.00
  55   5000  0      4     23  3  0.0000000D+00  9.1447404D-09    0 0.40 1.00
  55   5000  0      4     23  3  5.5511151D-13  9.1447355D-09    1 0.50 1.00
  55   5000  0      4     23  3  5.5511151D-13  9.1447390D-09    0 0.60 1.00
  55   5000  0      4     23  3  5.5511151D-13  9.1447376D-09    0 0.70 1.00
  55   5000  0      4     23  3  5.5511151D-13  9.1447356D-09    0 0.80 1.00
  55   5000  0      4     23  3  0.0000000D+00  9.1447397D-09    0 0.90 1.00
  55   5000  0      3     13  3  0.0000000D+00  2.8585279D-09    1 1.00 1.00
  56   5000  1  10000  12745  2  6.0375839D-03  3.9230824D-05  277 0.10 1.00
  56   5000  1  10000  12578  2  5.1910482D-03  2.2954700D-05  278 0.20 1.00
  56   5000  1  10000  12394  2  6.3690294D-03  7.2602701D-05  276 0.30 1.00
  56   5000  1  10000  12234  2  4.6375323D-03  2.2904052D-05  276 0.40 1.00
  56   5000  1  10000  12052  2  7.2277813D-03  2.7851865D-05  273 0.50 1.00
  56   5000  1  10000  11943  2  7.1012239D-03  3.9031915D-05  272 0.60 1.00
  56   5000  1  10000  11762  2  2.0093665D-03  4.5999980D-05  272 0.70 1.00
  56   5000  1  10000  11601  2  6.4158778D-03  8.1549668D-05  270 0.80 1.00
  56   5000  1  10000  11375  2  4.6906941D-03  3.1191237D-05  269 0.90 1.00
  56   5000  1  10000  11107  2  3.4777898D-03  7.5594007D-05  267 1.00 1.00
  56   5000  1  10000  12675  3  4.9957053D-03  6.7490252D-05  278 0.10 1.00
  56   5000  1  10000  12597  3  3.1525860D-03  1.7279991D-05  278 0.20 1.00
  56   5000  1  10000  12375  3  4.4436889D-03  1.9806530D-05  276 0.30 1.00
  56   5000  1  10000  12234  3  6.2878479D-03  4.2328161D-05  274 0.40 1.00
  56   5000  1  10000  12015  3  6.1826885D-03  3.2794611D-05  273 0.50 1.00
  56   5000  1  10000  11891  3  4.8674307D-03  4.3552695D-05  273 0.60 1.00
  56   5000  1  10000  11706  3  5.7210396D-03  3.4325586D-05  270 0.70 1.00
  56   5000  1  10000  11580  3  5.4428643D-03  3.4474067D-05  270 0.80 1.00
  56   5000  1  10000  11333  3  5.5651291D-03  2.7541973D-04  268 0.90 1.00
  56   5000  1  10000  11189  3  3.3228746D-03  5.2934479D-05  266 1.00 1.00
  57   5000  0    120   3187  2  5.5486684D+03  9.3705490D-07   33 0.10 1.00
  57   5000  0    290   8784  2  5.5486684D+03  8.7471826D-07   92 0.20 1.00
  57   5000  0    159   4454  2  5.5486684D+03  8.9267403D-07   47 0.30 1.00
  57   5000  0    101   2563  2  5.5486684D+03  9.6266556D-07   27 0.40 1.00
  57   5000  0    109   2979  2  5.5486684D+03  8.1597913D-07   31 0.50 1.00
  57   5000  0    108   2854  2  5.5486684D+03  9.4037282D-07   30 0.60 1.00
  57   5000  0    282   8316  2  5.5486684D+03  8.8286520D-07   87 0.70 1.00
  57   5000  0    175   4871  2  5.5486684D+03  9.2058371D-07   55 0.80 1.00
  57   5000  0    145   4029  2  5.5486684D+03  9.5576707D-07   46 0.90 1.00
  57   5000  0    194   5671  2  5.5486684D+03  9.3210232D-07   60 1.00 1.00
  57   5000  0     94   2333  3  5.5486684D+03  8.8729867D-07   24 0.10 1.00
  57   5000  0     95   2445  3  5.5486684D+03  9.1682845D-07   26 0.20 1.00
  57   5000  0     62   1125  3  5.5486684D+03  8.3203032D-07   12 0.30 1.00
  57   5000  0    132   3491  3  5.5486684D+03  9.7257259D-07   37 0.40 1.00
  57   5000  0    120   3091  3  5.5486684D+03  6.9318920D-07   34 0.50 1.00
  57   5000  0     33    155  3  5.5486684D+03  8.4244664D-07    2 0.60 1.00
  57   5000  0    102   2489  3  5.5486684D+03  9.2846772D-07   26 0.70 1.00
  57   5000  0     84   2040  3  5.5486684D+03  9.0907552D-07   22 0.80 1.00
  57   5000  0    119   3154  3  5.5486684D+03  9.4614345D-07   33 0.90 1.00
  57   5000  0    110   2852  3  5.5486684D+03  9.2434256D-07   30 1.00 1.00
  58   5000  0     11     41  2  2.3509831D-20  5.7418707D-12    1 0.10 1.00
  58   5000  0     12     30  2  1.3410767D-15  2.0387718D-09    0 0.20 1.00
  58   5000  0     13     31  2  1.5383776D-10  6.9030774D-07    0 0.30 1.00
  58   5000  0     11     25  2  2.7243141D-11  2.9415501D-07    1 0.40 1.00
  58   5000  0      9     25  2  1.0216122D-12  2.1002688D-08    1 0.50 1.00
  58   5000  0     15     38  2  1.1133806D-15  1.5240401D-09    1 0.60 1.00
  58   5000  0      9     26  2  3.5232560D-10  4.4396988D-07    1 0.70 1.00
  58   5000  0     15     38  2  8.9725961D-23  4.1872754D-13    1 0.80 1.00
  58   5000  0     11     33  2  1.6807627D-13  2.1887689D-08    1 0.90 1.00
  58   5000  0     10     26  2  5.5274660D-14  1.2728199D-08    1 1.00 1.00
  58   5000  0     18     40  3  2.3797312D-13  1.8210665D-08    1 0.10 1.00
  58   5000  0     10     28  3  4.4132421D-14  1.1135364D-08    0 0.20 1.00
  58   5000  0     14     35  3  3.2541209D-16  1.0028651D-09    1 0.30 1.00
  58   5000  0     11     31  3  1.2306197D-17  1.1025006D-10    1 0.40 1.00
  58   5000  0     11     39  3  9.0318678D-10  5.4741932D-07    1 0.50 1.00
  58   5000  0     15     38  3  3.0701514D-14  9.6716570D-09    1 0.60 1.00
  58   5000  0     15     40  3  9.6631264D-10  7.7249084D-07    1 0.70 1.00
  58   5000  0     11     34  3  4.0469168D-14  1.0172753D-08    1 0.80 1.00
  58   5000  0     17     41  3  3.3095396D-10  6.5940635D-07    1 0.90 1.00
  58   5000  0     10     34  3  1.5438644D-15  1.0103690D-09    1 1.00 1.00
  59   5000  0     12     35  2  2.7611123D-15  7.5285636D-09    1 0.10 1.00
  59   5000  0     13     36  2  4.5840414D+02  3.1919684D-08    2 0.20 1.00
  59   5000  0     13     36  2  4.5840414D+02  9.2935253D-08    1 0.30 1.00
  59   5000  0     17     47  2  1.8576622D-19  6.1700423D-11    1 0.40 1.00
  59   5000  0     20     58  2  9.0169867D-17  1.3598096D-09    2 0.50 1.00
  59   5000  0     19     57  2  6.8399750D-10  8.6567098D-07    2 0.60 1.00
  59   5000  0     20     66  2  1.4173255D-15  5.3394515D-09    2 0.70 1.00
  59   5000  0     19     58  2  5.8739805D-11  2.2640918D-07    2 0.80 1.00
  59   5000  0     19     56  2  8.4000450D-14  1.1216304D-08    1 0.90 1.00
  59   5000  0     17     68  2  1.6964184D-17  5.8458038D-10    2 1.00 1.00
  59   5000  0     12     40  3  4.5840414D+02  1.2223941D-08    2 0.10 1.00
  59   5000  0     12     34  3  4.5840414D+02  1.2538662D-07    1 0.20 1.00
  59   5000  0     15     44  3  3.3543469D-17  8.3429619D-10    1 0.30 1.00
  59   5000  0     16     48  3  3.5755856D-11  8.5734988D-07    2 0.40 1.00
  59   5000  0     19     47  3  6.7434532D-11  5.9966169D-07    1 0.50 1.00
  59   5000  0     16     39  3  1.3879210D-16  1.6740995D-09    1 0.60 1.00
  59   5000  0     13     52  3  1.6878021D-19  5.9055649D-11    1 0.70 1.00
  59   5000  0     14     42  3  5.0170457D-12  7.7863539D-08    1 0.80 1.00
  59   5000  0     15     43  3  1.2950822D-11  1.2539422D-07    2 0.90 1.00
  59   5000  0     14     41  3  1.9071988D-15  6.2629542D-09    1 1.00 1.00
  60   5000  0      7     19  2  4.9199186D-18  1.2547297D-10    0 0.10 1.00
  60   5000  0      6     32  2  4.3125265D-11  2.6230246D-07    1 0.20 1.00
  60   5000  0      6     15  2  4.5929625D-11  2.7056083D-07    0 0.30 1.00
  60   5000  0      7     17  2  9.1693022D-12  1.6654812D-07    0 0.40 1.00
  60   5000  0      6     18  2  1.3765081D-13  1.4776620D-08    1 0.50 1.00
  60   5000  0      7     19  2  5.3149884D-15  4.0712678D-09    0 0.60 1.00
  60   5000  0      5     17  2  1.2225402D-10  5.9301261D-07    0 0.70 1.00
  60   5000  0      6     19  2  1.3675432D-10  5.6673180D-07    0 0.80 1.00
  60   5000  0      7     19  2  3.4180803D-14  9.8295008D-09    0 0.90 1.00
  60   5000  0      7     19  2  2.7465336D-10  8.4429942D-07    0 1.00 1.00
  60   5000  0      6     15  3  4.8771694D-11  3.9353116D-07    0 0.10 1.00
  60   5000  0      6     20  3  9.5445954D-12  1.7421906D-07    1 0.20 1.00
  60   5000  0      6     15  3  2.0882733D-13  2.5835892D-08    0 0.30 1.00
  60   5000  0      7     17  3  2.4205983D-13  2.2821866D-08    0 0.40 1.00
  60   5000  0      6     15  3  9.4348358D-11  3.8310569D-07    0 0.50 1.00
  60   5000  0      7     17  3  1.7333070D-10  4.4275495D-07    0 0.60 1.00
  60   5000  0      6     17  3  2.5299028D-10  8.6823078D-07    0 0.70 1.00
  60   5000  0      5     16  3  2.5511838D-10  8.3866829D-07    0 0.80 1.00
  60   5000  0      7     20  3  2.0981549D-11  1.5668338D-07    1 0.90 1.00
  60   5000  0      9     25  3  2.5350410D-10  7.8183050D-07    0 1.00 1.00
  61   5000  0     12     50  2  7.2389967D-12  8.8382737D-07    1 0.10 1.00
  61   5000  0     13     51  2  6.1910543D-13  2.5769869D-07    1 0.20 1.00
  61   5000  0     11     47  2  1.8483512D-13  1.4173675D-07    1 0.30 1.00
  61   5000  0     11     47  2  5.9724118D-13  2.5500049D-07    1 0.40 1.00
  61   5000  0     11     47  2  4.1203810D-13  2.1199583D-07    1 0.50 1.00
  61   5000  0     11     47  2  2.8998225D-14  5.6296628D-08    0 0.60 1.00
  61   5000  0     13     51  2  5.0571147D-19  3.4852832D-10    0 0.70 1.00
  61   5000  0     10     46  2  3.1339699D-17  1.8519302D-09    0 0.80 1.00
  61   5000  0     10     46  2  9.0886156D-15  3.1628133D-08    1 0.90 1.00
  61   5000  0     10     46  2  1.1497409D-12  3.5626036D-07    1 1.00 1.00
  61   5000  0     12     30  3  2.3350283D-24  7.5317530D-13    1 0.10 1.00
  61   5000  0     12     30  3  1.1568172D-21  1.6981971D-11    0 0.20 1.00
  61   5000  0     11     29  3  3.5297963D-13  1.9330446D-07    1 0.30 1.00
  61   5000  0     11     29  3  2.4312566D-13  1.6056090D-07    1 0.40 1.00
  61   5000  0     11     29  3  2.0352719D-13  1.4673140D-07    0 0.50 1.00
  61   5000  0     10     29  3  8.1656432D-14  9.3117450D-08    1 0.60 1.00
  61   5000  0     10     31  3  1.4115353D-14  3.8728615D-08    1 0.70 1.00
  61   5000  0     11     47  3  2.2710040D-16  7.6263404D-09    1 0.80 1.00
  61   5000  0     11     48  3  6.6323276D-19  4.1130477D-10    0 0.90 1.00
  61   5000  0     10     28  3  3.8724244D-16  6.4850383D-09    1 1.00 1.00
  62   5000  0    423    873  2  8.1269385D-07  1.8766081D-07   35 0.10 1.00
  62   5000  0    496   1073  2  7.1189261D-06  8.6290134D-07   43 0.20 1.00
  62   5000  0    590   1272  2  1.7475121D-05  9.5896867D-07   51 0.30 1.00
  62   5000  0    609   1289  2  6.3273794D-06  7.5857458D-07   53 0.40 1.00
  62   5000  0    538   1162  2  1.6097136D-05  1.4517763D-07   47 0.50 1.00
  62   5000  0    520   1124  2  1.1423502D-05  2.6840684D-07   45 0.60 1.00
  62   5000  0    498   1048  2  5.0960456D-05  4.6547854D-07   43 0.70 1.00
  62   5000  0    750   1613  2  9.0058883D-05  5.5082920D-07   65 0.80 1.00
  62   5000  0    483   1011  2  5.3977935D-05  6.3854208D-07   41 0.90 1.00
  62   5000  0    482   1000  2  4.1426429D-05  3.1211990D-07   41 1.00 1.00
  62   5000  0    593   1275  3  5.6826636D-06  1.7080844D-07   52 0.10 1.00
  62   5000  0    655   1349  3  1.5896770D-05  1.0555987D-07   55 0.20 1.00
  62   5000  0    526   1119  3  1.0466783D-05  4.6235990D-07   45 0.30 1.00
  62   5000  0    654   1401  3  5.5156422D-06  7.1301340D-07   57 0.40 1.00
  62   5000  0    567   1182  3  4.0331318D-05  7.8481862D-07   48 0.50 1.00
  62   5000  0    630   1364  3  3.9823084D-06  2.4540173D-07   55 0.60 1.00
  62   5000  0    569   1204  3  3.5000266D-06  7.2707383D-07   48 0.70 1.00
  62   5000  0    643   1347  3  1.0765356D-05  6.3357596D-07   55 0.80 1.00
  62   5000  0    506   1064  3  4.1358427D-05  4.6827040D-07   43 0.90 1.00
  62   5000  0    606   1311  3  8.3998201D-06  3.1568262D-07   53 1.00 1.00
  63   5000  1  10000  12649  2  6.8863700D-04  1.5669215D-05  280 0.10 1.00
  63   5000  1  10000  12609  2  8.1090107D-04  6.8283993D-06  274 0.20 1.00
  63   5000  1  10000  12327  2  1.0022690D-03  5.1669020D-06  270 0.30 1.00
  63   5000  1  10000  12278  2  7.4641400D-04  6.5522028D-06  270 0.40 1.00
  63   5000  1  10000  12018  2  6.3232851D-04  1.1270380D-05  268 0.50 1.00
  63   5000  1  10000  11964  2  9.6252647D-04  1.7572347D-05  268 0.60 1.00
  63   5000  1  10000  11739  2  8.8207930D-04  2.2029616D-05  265 0.70 1.00
  63   5000  1  10000  11485  2  9.2134382D-04  1.8769636D-05  265 0.80 1.00
  63   5000  1  10000  11363  2  7.7807177D-04  8.9467493D-06  263 0.90 1.00
  63   5000  1  10000  11175  2  8.0271329D-04  2.1894149D-05  263 1.00 1.00
  63   5000  1  10000  12661  3  9.4497670D-04  1.1106576D-05  272 0.10 1.00
  63   5000  1  10000  12606  3  9.2829557D-04  4.2629203D-05  272 0.20 1.00
  63   5000  1  10000  12362  3  1.0689911D-03  1.0463051D-05  270 0.30 1.00
  63   5000  1  10000  12228  3  9.9018063D-04  4.9550405D-05  270 0.40 1.00
  63   5000  1  10000  12046  3  7.0449321D-04  8.6979235D-06  270 0.50 1.00
  63   5000  1  10000  11947  3  9.5091601D-04  9.9914731D-06  267 0.60 1.00
  63   5000  1  10000  11670  3  7.7213793D-04  1.1933274D-05  265 0.70 1.00
  63   5000  1  10000  11553  3  8.3543399D-04  1.6266312D-05  264 0.80 1.00
  63   5000  1  10000  11329  3  8.3571451D-04  2.1471179D-05  264 0.90 1.00
  63   5000  1  10000  11149  3  8.5260261D-04  2.1713734D-05  262 1.00 1.00
  64   5000  0     10     30  2  4.8611645D-11  8.9038280D-07    0 0.10 1.00
  64   5000  0     12     36  2  3.8696014D-13  2.0714628D-08    1 0.20 1.00
  64   5000  0     12     32  2  2.2087360D-10  5.0208295D-07    1 0.30 1.00
  64   5000  0     11     31  2  4.9031044D-10  7.3800973D-07    1 0.40 1.00
  64   5000  0     10     30  2  5.6677760D-11  3.1757817D-07    1 0.50 1.00
  64   5000  0     15     39  2  2.9908360D-11  7.5560175D-07    1 0.60 1.00
  64   5000  0     13     35  2  4.2379848D-20  2.9457325D-11    1 0.70 1.00
  64   5000  0      9     28  2  7.5000966D-14  9.2222682D-09    1 0.80 1.00
  64   5000  0     12     34  2  1.1497334D-20  1.5015544D-11    1 0.90 1.00
  64   5000  0     19     41  2  1.4910465D-10  4.4885258D-07    1 1.00 1.00
  64   5000  0     12     31  3  1.2932599D-11  5.1531683D-07    1 0.10 1.00
  64   5000  0     12     33  3  4.6307721D-11  9.6852763D-07    1 0.20 1.00
  64   5000  0     12     39  3  1.8985235D-14  1.9410866D-08    1 0.30 1.00
  64   5000  0     12     49  3  4.7282201D-13  9.7665367D-08    1 0.40 1.00
  64   5000  0     10     29  3  4.8729962D-13  8.5300710D-08    1 0.50 1.00
  64   5000  0     13     35  3  6.5493276D-12  3.6639660D-07    1 0.60 1.00
  64   5000  0     14     35  3  7.3797493D-15  1.2208839D-08    1 0.70 1.00
  64   5000  0     14     38  3  3.5680134D-15  8.5580059D-09    1 0.80 1.00
  64   5000  0     11     37  3  1.7536670D-11  6.0279318D-07    1 0.90 1.00
  64   5000  0     20     47  3  5.5556304D-11  7.3144681D-07    1 1.00 1.00
  65   5000  0      9     39  2  5.7169691D-14  3.8512338D-07    1 0.10 1.00
  65   5000  0      9     39  2  2.3142546D-15  6.9555478D-08    0 0.20 1.00
  65   5000  0      9     34  2  1.6741976D-14  3.0235528D-07    1 0.30 1.00
  65   5000  0     11     37  2  1.4320832D-13  6.1063455D-07    1 0.40 1.00
  65   5000  0     10     37  2  1.0185796D-13  5.1788617D-07    0 0.50 1.00
  65   5000  0     10     37  2  4.4548179D-15  1.1098474D-07    1 0.60 1.00
  65   5000  0      9     35  2  1.0950590D-14  2.5842253D-07    0 0.70 1.00
  65   5000  0      9     35  2  5.6698485D-16  5.6422807D-08    1 0.80 1.00
  65   5000  0      9     35  2  4.8510956D-17  1.5533148D-08    1 0.90 1.00
  65   5000  0      9     35  2  9.6666325D-18  6.5357414D-09    0 1.00 1.00
  65   5000  0      9     40  3  9.9306374D-20  6.4738551D-10    1 0.10 1.00
  65   5000  0      8     37  3  4.0782555D-14  3.3485328D-07    0 0.20 1.00
  65   5000  0      8     37  3  6.2505907D-17  7.7823400D-09    1 0.30 1.00
  65   5000  0     10     39  3  3.1954460D-16  3.8791027D-08    1 0.40 1.00
  65   5000  0      8     38  3  1.4359471D-17  7.3380653D-09    0 0.50 1.00
  65   5000  0      9     40  3  5.8331576D-15  1.1509418D-07    1 0.60 1.00
  65   5000  0      8     38  3  1.2572453D-13  9.2466649D-07    0 0.70 1.00
  65   5000  0      9     39  3  2.6636628D-13  9.6819039D-07    1 0.80 1.00
  65   5000  0     10     41  3  5.2198214D-15  1.1730901D-07    1 0.90 1.00
  65   5000  0     10     39  3  1.9609132D-14  2.2449582D-07    0 1.00 1.00
  66   5000  0      4     17  2 -4.0842431D+03  1.0475327D-09    1 0.10 1.00
  66   5000  0      4     17  2 -4.0842431D+03  1.0475336D-09    0 0.20 1.00
  66   5000  0      4     17  2 -4.0842431D+03  1.0475314D-09    0 0.30 1.00
  66   5000  0      4     17  2 -4.0842431D+03  1.0475336D-09    1 0.40 1.00
  66   5000  0      4     17  2 -4.0842431D+03  1.0475358D-09    0 0.50 1.00
  66   5000  0      4     17  2 -4.0842431D+03  1.0475336D-09    0 0.60 1.00
  66   5000  0      4     17  2 -4.0842431D+03  1.0475314D-09    1 0.70 1.00
  66   5000  0      4     17  2 -4.0842431D+03  1.0475327D-09    0 0.80 1.00
  66   5000  0      4     17  2 -4.0842431D+03  1.0475398D-09    1 0.90 1.00
  66   5000  0      4     17  2 -4.0842431D+03  1.0475332D-09    0 1.00 1.00
  66   5000  0      4     17  3 -4.0842431D+03  1.0475305D-09    1 0.10 1.00
  66   5000  0      4     17  3 -4.0842431D+03  1.0475354D-09    0 0.20 1.00
  66   5000  0      4     17  3 -4.0842431D+03  1.0475349D-09    1 0.30 1.00
  66   5000  0      4     17  3 -4.0842431D+03  1.0475354D-09    0 0.40 1.00
  66   5000  0      4     17  3 -4.0842431D+03  1.0475394D-09    0 0.50 1.00
  66   5000  0      4     17  3 -4.0842431D+03  1.0475336D-09    1 0.60 1.00
  66   5000  0      4     17  3 -4.0842431D+03  1.0475336D-09    0 0.70 1.00
  66   5000  0      4     17  3 -4.0842431D+03  1.0475314D-09    0 0.80 1.00
  66   5000  0      4     17  3 -4.0842431D+03  1.0475358D-09    1 0.90 1.00
  66   5000  0      4     17  3 -4.0842431D+03  1.0475332D-09    0 1.00 1.00
  67   5000  0      4     36  2 -2.4022651D+03  7.1007065D-09    1 0.10 1.00
  67   5000  0      4     36  2 -2.4022651D+03  6.9918187D-09    1 0.20 1.00
  67   5000  0      4     36  2 -2.4022651D+03  1.3392389D-09    1 0.30 1.00
  67   5000  0      4     36  2 -2.4022651D+03  5.1264659D-10    0 0.40 1.00
  67   5000  0      4     36  2 -2.4022651D+03  3.9069725D-10    0 0.50 1.00
  67   5000  0      4     36  2 -2.4022651D+03  4.4052006D-10    1 0.60 1.00
  67   5000  0      4     36  2 -2.4022651D+03  7.0910762D-09    1 0.70 1.00
  67   5000  0      4     36  2 -2.4022651D+03  5.6256069D-09    1 0.80 1.00
  67   5000  0      4     36  2 -2.4022651D+03  6.1606067D-09    1 0.90 1.00
  67   5000  0      4     36  2 -2.4022651D+03  7.4576536D-09    1 1.00 1.00
  67   5000  0      4     36  3 -2.4022651D+03  6.4580368D-09    0 0.10 1.00
  67   5000  0      4     36  3 -2.4022651D+03  4.7298032D-09    1 0.20 1.00
  67   5000  0      4     36  3 -2.4022651D+03  5.2356275D-10    1 0.30 1.00
  67   5000  0      4     36  3 -2.4022651D+03  4.0278647D-10    1 0.40 1.00
  67   5000  0      4     36  3 -2.4022651D+03  6.9566282D-09    1 0.50 1.00
  67   5000  0      4     36  3 -2.4022651D+03  5.5239584D-09    1 0.60 1.00
  67   5000  0      4     36  3 -2.4022651D+03  2.7609697D-09    1 0.70 1.00
  67   5000  0      4     36  3 -2.4022651D+03  1.7190607D-09    1 0.80 1.00
  67   5000  0      4     36  3 -2.4022651D+03  2.3334992D-09    0 0.90 1.00
  67   5000  0      3     15  3 -2.4022651D+03  7.4377593D-10    1 1.00 1.00
  68   5000  1  10000  10004  2            NaN            NaN  325 0.10 1.00
  68   5000  1  10000  10004  2            NaN            NaN  325 0.20 1.00
  68   5000  1  10000  10004  2            NaN            NaN  324 0.30 1.00
  68   5000  1  10000  10004  2            NaN            NaN  323 0.40 1.00
  68   5000  1  10000  10004  2            NaN            NaN  325 0.50 1.00
  68   5000  1  10000  10004  2            NaN            NaN  324 0.60 1.00
